,ID_USER,genero,monto,fecha,hora,dispositivo,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,dcto,cashback,fraude
26,7,--,43.72167021,2020-01-04,17,WEB,Abarrotes,Guadalajara,Fisica,72000.0,57.0,Aceptada,False,0.0,0.43721670200000007,True
27,7,--,444.2993421,2020-01-17,6,WEB,MPago,Guadalajara,Virtual,72000.0,57.0,En proceso,False,0.0,8.885986842,False
28,8,M,460.1188027,2020-01-12,18,ANDROID,Farmacia,Merida,Fisica,76000.0,58.0,Aceptada,False,46.01188027,4.141069224,False
29,8,M,972.1334966,2020-01-05,14,ANDROID,Restaurante,Monterrey,Fisica,76000.0,58.0,Aceptada,False,0.0,9.721334966,False
30,8,M,121.7157878,2020-01-26,21,ANDROID,Abarrotes,Monterrey,Fisica,76000.0,58.0,Aceptada,False,0.0,1.217157878,False
31,8,M,594.7690795,2020-01-12,3,WEB,Farmacia,Monterrey,Virtual,76000.0,58.0,Rechazada,False,59.47690795,10.70584343,False
32,8,M,689.4506893,2020-01-15,4,WEB,Restaurante,Guadalajara,Fisica,76000.0,58.0,Aceptada,False,0.0,6.894506893,False
33,8,M,51.58899492,2020-01-29,3,ANDROID,Super,Monterrey,Fisica,76000.0,58.0,En proceso,False,0.0,0.515889949,False
34,8,M,85.9038243,2020-01-30,13,ANDROID,Restaurante,Merida,Fisica,76000.0,58.0,Aceptada,False,0.0,0.8590382429999999,False
35,9,F,687.6252621,2020-01-21,4,ANDROID,Farmacia,Monterrey,Fisica,62000.0,45.0,En proceso,False,68.76252621,6.188627358999999,False
36,9,F,305.1780781,2020-01-04,11,ANDROID,MPago,Merida,Fisica,62000.0,45.0,Aceptada,False,30.517807810000004,2.746602703,False
37,9,F,253.3271473,2020-01-14,8,WEB,MPago,Merida,Fisica,62000.0,45.0,Aceptada,False,0.0,2.5332714729999997,True
38,9,F,18.47114828,2020-01-16,12,ANDROID,MPago,Guadalajara,Virtual,62000.0,45.0,Rechazada,False,0.0,0.369422966,False
39,9,F,637.9485516,2020-01-17,18,WEB,Farmacia,Merida,Fisica,62000.0,45.0,En proceso,False,0.0,6.379485516000001,False
40,9,F,812.3275524,2020-01-27,23,ANDROID,Farmacia,Merida,Fisica,62000.0,45.0,Aceptada,False,0.0,8.123275524,False
41,9,F,449.2023715,2020-01-07,18,ANDROID,Super,Guadalajara,Virtual,62000.0,45.0,Aceptada,False,0.0,8.98404743,False
42,9,F,586.507627,2020-01-18,16,ANDROID,MPago,Merida,Virtual,62000.0,45.0,Aceptada,False,58.6507627,10.55713729,False
43,9,F,9.490079551,2020-01-07,7,ANDROID,MPago,Monterrey,Fisica,62000.0,45.0,Rechazada,False,0.9490079550000001,0.085410716,False
44,9,F,581.5642017,2020-01-26,6,WEB,Abarrotes,Guadalajara,Fisica,62000.0,45.0,Aceptada,False,0.0,5.815642017,False
45,10,M,948.7450691,2020-01-29,7,ANDROID,Super,Monterrey,Virtual,44000.0,42.0,Aceptada,False,189.7490138,15.179921099999998,False
46,10,M,723.5893626,2020-01-12,17,WEB,Restaurante,Monterrey,Fisica,44000.0,42.0,Aceptada,False,0.0,7.235893626,False
47,10,M,784.7254218,2020-01-18,21,ANDROID,Abarrotes,Monterrey,Virtual,44000.0,42.0,En proceso,False,0.0,15.69450844,False
48,11,F,513.6973955,2020-01-28,2,ANDROID,Super,Merida,Fisica,81000.0,57.0,Aceptada,False,0.0,5.136973955000001,False
49,12,M,188.4987298,2020-01-14,9,ANDROID,Farmacia,Monterrey,Fisica,63999.99999999999,45.0,Aceptada,False,18.84987298,1.696488568,False
50,12,M,169.384236,2020-01-03,17,ANDROID,Restaurante,Monterrey,Fisica,63999.99999999999,45.0,Rechazada,False,0.0,1.69384236,False
51,12,M,314.8805156,2020-01-10,12,ANDROID,Abarrotes,Monterrey,Fisica,63999.99999999999,45.0,Aceptada,False,31.488051559999995,2.833924641,False
52,13,--,972.6180779,2020-01-02,10,ANDROID,MPago,Merida,Virtual,34000.0,48.0,Aceptada,True,0.0,19.45236156,False
53,13,--,86.32159086,2020-01-27,13,ANDROID,Farmacia,Merida,Fisica,34000.0,48.0,Aceptada,True,8.632159086,0.7768943180000001,False
54,13,--,294.9425164,2020-01-12,16,ANDROID,Farmacia,Merida,Fisica,34000.0,48.0,Aceptada,True,29.49425164,2.654482648,False
55,13,--,276.9087653,2020-01-17,5,ANDROID,Super,Merida,Fisica,34000.0,48.0,En proceso,True,0.0,2.769087653,False
56,13,--,534.3527573,2020-01-13,23,ANDROID,MPago,Merida,Virtual,34000.0,48.0,Aceptada,True,106.87055150000002,8.549644116,False
57,14,M,499.9110127,2020-01-06,15,ANDROID,Farmacia,Toluca,Fisica,67000.0,35.0,Aceptada,False,0.0,4.999110127,False
58,14,M,236.8562229,2020-01-03,1,ANDROID,Farmacia,Toluca,Fisica,67000.0,35.0,Aceptada,False,0.0,2.368562229,False
59,14,M,19.78947623,2020-01-04,16,ANDROID,MPago,Toluca,Fisica,67000.0,35.0,Aceptada,False,0.0,0.197894762,True
60,14,M,634.1325603,2020-01-20,3,ANDROID,Farmacia,Toluca,Virtual,67000.0,35.0,Aceptada,False,0.0,12.68265121,False
61,14,M,823.0559347,2020-01-09,9,ANDROID,Restaurante,Toluca,Fisica,67000.0,35.0,Aceptada,False,82.30559347,7.407503412999999,False
62,14,M,82.67100295,2020-01-03,1,ANDROID,Farmacia,Toluca,Virtual,67000.0,35.0,Aceptada,False,8.267100295,1.488078053,False
63,14,M,499.3875434,2020-01-08,5,WEB,Farmacia,Toluca,Virtual,67000.0,35.0,Aceptada,False,0.0,9.987750869,False
64,14,M,670.9361402,2020-01-25,22,ANDROID,MPago,Toluca,Fisica,67000.0,35.0,Aceptada,False,0.0,6.709361402,False
65,14,M,409.5437679,2020-01-07,14,ANDROID,MPago,Toluca,Virtual,67000.0,35.0,Aceptada,False,40.95437679,7.371787822000001,False
66,14,M,702.8178848,2020-01-17,8,WEB,Abarrotes,Toluca,Fisica,67000.0,35.0,Aceptada,False,70.28178848,6.325360962999999,False
67,14,M,415.5992852,2020-01-28,8,WEB,Farmacia,Toluca,Fisica,67000.0,35.0,Aceptada,False,83.11985703,3.324794281,False
68,14,M,55.96940082,2020-01-12,19,ANDROID,Farmacia,Toluca,Fisica,67000.0,35.0,En proceso,False,0.0,0.559694008,False
69,14,M,712.338018,2020-01-29,16,ANDROID,Abarrotes,Toluca,Fisica,67000.0,35.0,Rechazada,False,0.0,7.12338018,False
70,15,M,133.4416696,2020-01-12,5,ANDROID,Super,Toluca,Virtual,87000.0,43.0,Aceptada,False,13.34416696,2.401950053,False
71,15,M,100.2492617,2020-01-16,21,ANDROID,Abarrotes,Toluca,Fisica,87000.0,43.0,En proceso,False,0.0,1.002492617,False
72,15,M,332.6512343,2020-01-02,6,WEB,Farmacia,Toluca,Fisica,87000.0,43.0,Aceptada,False,0.0,3.326512343,False
73,15,M,906.7733692,2020-01-05,23,WEB,Restaurante,Toluca,Virtual,87000.0,43.0,En proceso,False,90.67733692,16.32192065,False
74,15,M,627.4017008,2020-01-09,7,ANDROID,Super,Toluca,Fisica,87000.0,43.0,Rechazada,False,0.0,6.2740170079999995,False
75,15,M,421.1706331,2020-01-22,21,WEB,Abarrotes,Toluca,Virtual,87000.0,43.0,En proceso,False,0.0,8.423412662,False
76,15,M,893.4629686,2020-01-30,4,ANDROID,Super,Toluca,Fisica,87000.0,43.0,Aceptada,False,0.0,8.934629686,False
77,15,M,707.3573677,2020-01-22,19,ANDROID,Restaurante,Toluca,Fisica,87000.0,43.0,Aceptada,False,0.0,7.073573677,False
78,16,M,712.1848213,2020-01-09,14,ANDROID,Farmacia,Monterrey,Fisica,67000.0,46.0,Aceptada,False,71.21848213,6.409663392,False
79,16,M,479.6308898,2020-01-07,9,WEB,Super,Merida,Virtual,67000.0,46.0,En proceso,False,47.96308898,8.633356016,False
80,16,M,346.047056,2020-01-26,16,ANDROID,Restaurante,Monterrey,Fisica,67000.0,46.0,Rechazada,False,0.0,3.4604705599999996,False
81,16,M,708.4591551,2020-01-05,14,ANDROID,MPago,Monterrey,Fisica,67000.0,46.0,En proceso,False,0.0,7.084591550999999,False
82,17,M,857.1079772,2020-01-13,19,WEB,Farmacia,Guadalajara,Fisica,76000.0,49.0,Aceptada,False,85.71079772,7.713971795000001,False
83,18,M,749.22238,2020-01-23,21,ANDROID,Restaurante,Merida,Fisica,65000.0,57.0,Aceptada,False,0.0,7.492223799999999,False
84,19,F,616.7447328,2020-01-17,6,ANDROID,Abarrotes,Guadalajara,Fisica,28000.0,42.0,Rechazada,False,123.34894659999999,4.933957863,False
85,19,F,880.4489825,2020-01-09,3,WEB,MPago,Merida,Fisica,28000.0,42.0,Aceptada,False,0.0,8.804489825,False
86,19,F,962.2321431,2020-01-29,11,ANDROID,Abarrotes,Monterrey,Fisica,28000.0,42.0,Aceptada,False,0.0,9.622321431,False
87,19,F,60.7585501,2020-01-19,11,ANDROID,Super,Merida,Virtual,28000.0,42.0,En proceso,False,6.07585501,1.093653902,False
88,19,F,878.6056021,2020-01-30,7,WEB,MPago,Merida,Fisica,28000.0,42.0,Aceptada,False,0.0,8.786056021,False
89,19,F,105.0649153,2020-01-08,11,ANDROID,Restaurante,Merida,Virtual,28000.0,42.0,Aceptada,False,10.50649153,1.891168476,False
90,19,F,567.3371532,2020-01-25,23,ANDROID,Super,Merida,Fisica,28000.0,42.0,En proceso,False,0.0,5.673371532,False
91,19,F,566.7673933,2020-01-15,1,WEB,Farmacia,Merida,Fisica,28000.0,42.0,Aceptada,False,0.0,5.667673933,False
92,19,F,407.0349166,2020-01-25,8,ANDROID,Super,Monterrey,Virtual,28000.0,42.0,Aceptada,False,0.0,8.140698332,False
93,19,F,428.5217574,2020-01-24,22,ANDROID,Abarrotes,Merida,Virtual,28000.0,42.0,En proceso,False,0.0,8.570435149,False
94,19,F,588.0450688,2020-01-22,5,ANDROID,Super,Merida,Fisica,28000.0,42.0,Aceptada,False,0.0,5.880450688,False
95,19,F,619.0278896,2020-01-07,4,ANDROID,Abarrotes,Monterrey,Virtual,28000.0,42.0,Aceptada,False,0.0,12.380557790000001,False
96,19,F,490.1165458,2020-01-28,12,ANDROID,Farmacia,Monterrey,Fisica,28000.0,42.0,En proceso,False,0.0,4.901165458,False
97,19,F,837.7639764,2020-01-21,7,WEB,Farmacia,Merida,Virtual,28000.0,42.0,En proceso,False,0.0,16.75527953,False
98,19,F,186.3823064,2020-01-28,1,ANDROID,MPago,Monterrey,Fisica,28000.0,42.0,Aceptada,False,0.0,1.8638230639999998,False
99,19,F,997.1287346,2020-01-11,17,WEB,MPago,Merida,Fisica,28000.0,42.0,En proceso,False,99.71287346000001,8.974158612,False
100,19,F,705.4628872,2020-01-22,9,ANDROID,Farmacia,Monterrey,Fisica,28000.0,42.0,Aceptada,False,70.54628872,6.349165984999999,True
101,20,F,635.4846958,2020-01-21,21,ANDROID,Restaurante,Monterrey,Fisica,27000.0,46.0,Aceptada,True,0.0,6.354846958,False
102,20,F,684.8545824,2020-01-03,4,ANDROID,MPago,Merida,Fisica,27000.0,46.0,En proceso,True,0.0,6.848545824,False
103,20,F,345.2404467,2020-01-19,12,ANDROID,Farmacia,Merida,Fisica,27000.0,46.0,Aceptada,True,0.0,3.4524044669999996,False
104,20,F,289.7266305,2020-01-25,1,ANDROID,Farmacia,Merida,Virtual,27000.0,46.0,En proceso,True,0.0,5.794532611000001,False
105,21,M,34.65845211,2020-01-06,23,ANDROID,Super,Monterrey,Fisica,99000.0,45.0,Aceptada,False,3.465845211,0.311926069,False
106,21,M,737.3401792,2020-01-24,20,ANDROID,Restaurante,Monterrey,Virtual,99000.0,45.0,Aceptada,False,0.0,14.74680358,False
107,21,M,313.8716797,2020-01-25,6,ANDROID,MPago,Monterrey,Fisica,99000.0,45.0,Aceptada,False,0.0,3.1387167970000003,False
108,21,M,866.2378496,2020-01-20,14,ANDROID,Farmacia,Monterrey,Virtual,99000.0,45.0,Aceptada,False,86.62378496,15.592281290000003,False
109,21,M,283.2662307,2020-01-28,4,ANDROID,Farmacia,Monterrey,Virtual,99000.0,45.0,En proceso,False,0.0,5.665324613000001,False
110,21,M,972.9337878,2020-01-09,23,WEB,Abarrotes,Monterrey,Fisica,99000.0,45.0,Aceptada,False,0.0,9.729337878,False
111,22,M,631.8958296,2020-01-06,3,ANDROID,MPago,Merida,Fisica,73000.0,40.0,Rechazada,False,63.189582959999996,5.687062466,False
112,22,M,976.3313818,2020-01-09,21,ANDROID,Farmacia,Merida,Virtual,73000.0,40.0,En proceso,False,0.0,19.52662764,False
113,22,M,761.3511412,2020-01-28,18,ANDROID,MPago,Merida,Virtual,73000.0,40.0,Aceptada,False,76.13511412,13.70432054,False
114,22,M,662.6060306,2020-01-09,16,ANDROID,Restaurante,Merida,Fisica,73000.0,40.0,Aceptada,False,0.0,6.626060306,False
115,22,M,715.2173519,2020-01-06,10,ANDROID,MPago,Merida,Virtual,73000.0,40.0,Aceptada,False,71.52173519,12.87391233,False
116,22,M,66.32336839,2020-01-19,22,ANDROID,Abarrotes,Merida,Fisica,73000.0,40.0,Aceptada,False,0.0,0.663233684,False
117,23,M,692.8823661,2020-01-15,9,ANDROID,Restaurante,Monterrey,Fisica,63000.0,49.0,Rechazada,False,69.28823661,6.235941295,False
118,23,M,402.7669376,2020-01-07,4,ANDROID,Farmacia,Monterrey,Fisica,63000.0,49.0,Rechazada,False,0.0,4.027669376,False
119,23,M,623.3566392,2020-01-22,10,ANDROID,Abarrotes,Monterrey,Fisica,63000.0,49.0,Aceptada,False,62.33566392,5.610209753,False
120,24,M,353.094712,2020-01-09,16,ANDROID,Restaurante,Merida,Virtual,81000.0,54.0,En proceso,False,0.0,7.061894240999999,False
121,24,M,79.87989242,2020-01-12,16,WEB,Farmacia,Merida,Virtual,81000.0,54.0,Aceptada,False,0.0,1.597597848,False
122,25,M,785.6938166,2020-01-05,14,WEB,Abarrotes,Monterrey,Virtual,27000.0,62.0,Aceptada,False,78.56938166,14.1424887,False
123,25,M,752.7473575,2020-01-16,13,ANDROID,Restaurante,Merida,Virtual,27000.0,62.0,Aceptada,False,0.0,15.054947150000002,False
124,26,M,959.3842695,2020-01-29,20,ANDROID,Farmacia,Monterrey,Virtual,50000.0,32.0,Aceptada,False,0.0,19.18768539,False
125,26,M,639.4574484,2020-01-08,13,WEB,Super,Monterrey,Virtual,50000.0,32.0,Aceptada,False,63.94574484,11.51023407,False
126,27,F,317.2962767,2020-01-22,13,WEB,Farmacia,Monterrey,Fisica,73000.0,58.0,Aceptada,False,0.0,3.172962767,False
127,27,F,999.3514183,2020-01-03,7,ANDROID,MPago,Merida,Fisica,73000.0,58.0,Rechazada,False,0.0,9.993514183,False
128,27,F,864.24071,2020-01-03,18,WEB,Abarrotes,Merida,Virtual,73000.0,58.0,Aceptada,False,0.0,17.2848142,False
129,27,F,861.8657164,2020-01-02,4,WEB,Super,Merida,Fisica,73000.0,58.0,Aceptada,False,0.0,8.618657164,False
130,27,F,332.1103325,2020-01-07,22,ANDROID,MPago,Monterrey,Fisica,73000.0,58.0,En proceso,False,0.0,3.3211033250000006,False
131,27,F,808.0745545,2020-01-07,10,WEB,MPago,Guadalajara,Fisica,73000.0,58.0,Rechazada,False,0.0,8.080745545,False
132,27,F,779.0121649,2020-01-09,9,ANDROID,Abarrotes,Merida,Fisica,73000.0,58.0,Aceptada,False,77.90121649,7.011109484,False
133,27,F,741.7699755,2020-01-05,16,ANDROID,Farmacia,Merida,Fisica,73000.0,58.0,Rechazada,False,0.0,7.417699755,False
134,27,F,89.59791528,2020-01-11,19,ANDROID,Farmacia,Merida,Fisica,73000.0,58.0,Aceptada,False,8.959791528,0.806381238,False
135,27,F,174.1359555,2020-01-18,18,ANDROID,Farmacia,Merida,Virtual,73000.0,58.0,En proceso,False,17.41359555,3.134447198,False
136,27,F,660.2890394,2020-01-22,17,ANDROID,Farmacia,Guadalajara,Virtual,73000.0,58.0,Aceptada,False,66.02890394,11.88520271,False
137,27,F,881.9959251,2020-01-25,12,ANDROID,Farmacia,Merida,Fisica,73000.0,58.0,Aceptada,False,176.399185,7.055967401,True
138,27,F,949.8852539,2020-01-02,12,ANDROID,MPago,Merida,Fisica,73000.0,58.0,Aceptada,False,0.0,9.498852539,False
139,27,F,78.36063584,2020-01-07,5,ANDROID,Abarrotes,Merida,Fisica,73000.0,58.0,En proceso,False,0.0,0.783606358,False
140,27,F,58.58122951,2020-01-12,4,ANDROID,MPago,Merida,Fisica,73000.0,58.0,Rechazada,False,0.0,0.585812295,False
141,27,F,351.0335439,2020-01-08,7,ANDROID,Farmacia,Merida,Virtual,73000.0,58.0,Aceptada,False,0.0,7.020670877000001,False
142,27,F,797.5858862,2020-01-06,2,ANDROID,Restaurante,Monterrey,Fisica,73000.0,58.0,Aceptada,False,0.0,7.975858862,True
143,27,F,39.55001804,2020-01-14,10,ANDROID,Restaurante,Merida,Virtual,73000.0,58.0,En proceso,False,0.0,0.791000361,True
144,28,F,132.3642777,2020-01-24,8,ANDROID,MPago,Merida,Virtual,46000.0,38.0,Aceptada,True,13.236427769999999,2.382556998,False
145,28,F,648.4516695,2020-01-05,13,ANDROID,Restaurante,Merida,Virtual,46000.0,38.0,Rechazada,True,0.0,12.96903339,False
146,28,F,174.838368,2020-01-30,10,ANDROID,Restaurante,Merida,Virtual,46000.0,38.0,Aceptada,True,17.4838368,3.1470906229999995,False
147,28,F,14.50330966,2020-01-30,6,WEB,Farmacia,Merida,Fisica,46000.0,38.0,Aceptada,True,1.450330966,0.130529787,False
148,28,F,91.5122577,2020-01-14,4,WEB,Restaurante,Guadalajara,Fisica,46000.0,38.0,Aceptada,True,0.0,0.9151225769999999,False
149,28,F,311.4640855,2020-01-04,16,ANDROID,MPago,Monterrey,Fisica,46000.0,38.0,Rechazada,True,0.0,3.1146408550000007,False
150,28,F,140.7517963,2020-01-30,5,WEB,Restaurante,Guadalajara,Fisica,46000.0,38.0,Aceptada,True,0.0,1.407517963,False
151,28,F,557.697458,2020-01-30,6,ANDROID,Restaurante,Merida,Virtual,46000.0,38.0,Aceptada,True,0.0,11.15394916,False
152,28,F,979.2473925,2020-01-11,1,WEB,MPago,Monterrey,Fisica,46000.0,38.0,Aceptada,True,97.92473925,8.813226532,False
153,28,F,501.77344739999995,2020-01-09,15,ANDROID,MPago,Merida,Virtual,46000.0,38.0,Rechazada,True,50.177344739999995,9.031922052,False
154,28,F,421.0491592,2020-01-19,18,ANDROID,Farmacia,Merida,Fisica,46000.0,38.0,Aceptada,True,0.0,4.210491592,False
155,28,F,350.0045899,2020-01-27,6,ANDROID,Abarrotes,Merida,Virtual,46000.0,38.0,Rechazada,True,35.00045899,6.300082618999999,False
156,28,F,542.380919,2020-01-27,4,WEB,Farmacia,Merida,Fisica,46000.0,38.0,Rechazada,True,0.0,5.42380919,False
157,28,F,651.1433538,2020-01-24,18,ANDROID,Farmacia,Merida,Virtual,46000.0,38.0,Aceptada,True,0.0,13.02286708,False
158,28,F,427.1474088,2020-01-11,21,WEB,MPago,Monterrey,Fisica,46000.0,38.0,Aceptada,True,0.0,4.271474088,False
159,28,F,15.93006372,2020-01-29,18,WEB,Restaurante,Guadalajara,Fisica,46000.0,38.0,En proceso,True,0.0,0.159300637,False
160,28,F,747.5624254,2020-01-20,14,ANDROID,MPago,Monterrey,Virtual,46000.0,38.0,Aceptada,True,74.75624254,13.45612366,False
161,28,F,100.3383057,2020-01-16,19,WEB,Restaurante,Guadalajara,Fisica,46000.0,38.0,Aceptada,True,0.0,1.003383057,False
162,28,F,542.7425377,2020-01-17,4,ANDROID,MPago,Merida,Fisica,46000.0,38.0,Aceptada,True,0.0,5.427425377,False
163,28,F,170.6299717,2020-01-12,8,ANDROID,Farmacia,Monterrey,Virtual,46000.0,38.0,En proceso,True,17.06299717,3.07133949,False
164,29,F,257.4966083,2020-01-19,19,ANDROID,MPago,Guadalajara,Fisica,62000.0,34.0,Aceptada,False,0.0,2.574966083,False
165,29,F,410.1874443,2020-01-18,10,WEB,Abarrotes,Guadalajara,Fisica,62000.0,34.0,Aceptada,False,0.0,4.101874443,False
166,29,F,847.8709604,2020-01-21,16,WEB,Farmacia,Guadalajara,Virtual,62000.0,34.0,Aceptada,False,0.0,16.95741921,False
167,29,F,501.27138349999996,2020-01-11,19,ANDROID,MPago,Guadalajara,Fisica,62000.0,34.0,Aceptada,False,0.0,5.0127138350000005,True
168,29,F,227.9630598,2020-01-02,21,ANDROID,Restaurante,Guadalajara,Virtual,62000.0,34.0,Rechazada,False,0.0,4.559261195,False
169,29,F,339.634062,2020-01-07,13,ANDROID,Restaurante,Guadalajara,Virtual,62000.0,34.0,Aceptada,False,0.0,6.79268124,False
170,30,F,151.0812836,2020-01-10,11,ANDROID,Restaurante,Merida,Fisica,85000.0,64.0,En proceso,False,30.216256720000004,1.208650269,False
171,30,F,296.8802652,2020-01-07,3,ANDROID,Super,Merida,Fisica,85000.0,64.0,Aceptada,False,29.68802652,2.671922386,False
172,30,F,832.9647198,2020-01-06,22,WEB,MPago,Merida,Virtual,85000.0,64.0,Aceptada,False,0.0,16.6592944,False
173,30,F,896.8555822,2020-01-18,13,WEB,MPago,Merida,Virtual,85000.0,64.0,Rechazada,False,89.68555822,16.14340048,False
174,31,M,486.8384477,2020-01-15,2,WEB,MPago,Toluca,Fisica,52000.0,38.0,Aceptada,False,0.0,4.868384477,False
175,32,F,82.66858928,2020-01-08,10,WEB,Farmacia,Merida,Fisica,38000.0,44.0,En proceso,False,16.53371786,0.661348714,False
176,33,--,427.172143,2020-01-29,2,ANDROID,MPago,Guadalajara,Fisica,81000.0,50.0,Rechazada,False,0.0,4.27172143,False
177,33,--,318.8835052,2020-01-19,15,WEB,Super,Guadalajara,Fisica,81000.0,50.0,En proceso,False,0.0,3.188835052,False
178,33,--,143.2235861,2020-01-22,5,ANDROID,MPago,Guadalajara,Fisica,81000.0,50.0,En proceso,False,28.64471721,1.145788689,False
179,33,--,574.0189561,2020-01-21,17,ANDROID,Restaurante,Guadalajara,Fisica,81000.0,50.0,Rechazada,False,0.0,5.740189560999999,False
180,34,F,186.1349966,2020-01-25,14,ANDROID,Super,Toluca,Virtual,27000.0,50.0,Aceptada,False,0.0,3.722699931,False
181,34,F,903.9216651,2020-01-19,2,ANDROID,MPago,Toluca,Virtual,27000.0,50.0,Aceptada,False,90.39216651,16.27058997,False
182,34,F,290.9604987,2020-01-05,7,WEB,Abarrotes,Toluca,Virtual,27000.0,50.0,Rechazada,False,29.096049869999998,5.237288976,False
183,34,F,36.79599962,2020-01-29,14,ANDROID,Farmacia,Toluca,Virtual,27000.0,50.0,Aceptada,False,3.6795999619999997,0.6623279929999999,False
184,34,F,79.23058844,2020-01-11,8,ANDROID,Farmacia,Toluca,Fisica,27000.0,50.0,Aceptada,False,0.0,0.7923058840000001,False
185,34,F,972.3933097,2020-01-10,10,ANDROID,MPago,Toluca,Fisica,27000.0,50.0,Aceptada,False,0.0,9.723933097,False
186,34,F,701.6852871,2020-01-25,23,ANDROID,MPago,Toluca,Fisica,27000.0,50.0,Aceptada,False,0.0,7.016852871,False
187,34,F,79.16561004,2020-01-11,22,WEB,Farmacia,Toluca,Fisica,27000.0,50.0,Aceptada,False,0.0,0.7916561,False
188,34,F,782.6289615,2020-01-03,14,WEB,MPago,Toluca,Fisica,27000.0,50.0,En proceso,False,0.0,7.826289615,False
189,34,F,952.2951752,2020-01-20,17,ANDROID,Farmacia,Toluca,Virtual,27000.0,50.0,Aceptada,False,0.0,19.0459035,False
190,34,F,973.5972005,2020-01-27,7,ANDROID,Restaurante,Toluca,Fisica,27000.0,50.0,Aceptada,False,0.0,9.735972005,False
191,34,F,545.7677863,2020-01-06,11,WEB,Farmacia,Toluca,Fisica,27000.0,50.0,Aceptada,False,0.0,5.457677863,False
